Case#,name,fe1,fe2,fe3,fe4,fe5,fe6,fe7,fe8,fe9,fe10,fe11,fe12,fe13,fe14,fe15,fe16,fe17,fe18,fe19,fe20,fe21,fe22,fe23,fe24,fe25,fe26,fe27,fe28,fe29,fe30,fe31,fe32,fe33,fe34,fe35,fe36,fe37,fe38,fe39,fe40,fe41,fe42,fe43,fe44,fe45,fe46,fe47,fe48,fe49,fe50,fe51,fe52,fe53,fe54,fe55,fe56,fe57,fe58,fe59,fe60,fe61,fe62,fe63,fe64,fe65,fe66,fe67,fe68,fe69,fe70,fe71,fe72,fe73,fe74,fe75,fe76,fe77,fe78,fe79,fe80,fe81,fe82,fe83,fe84,fe85,fe86,fe87,fe88,fe89,fe90,fe91,fe92,fe93,fe94,fe95,fe96,fe97,fe98,fe99,fe100,fe101,fe102,fe103,fe104,fe105,fe106,fe107,fe108,fe109,fe110,fe111,fe112,fe113,fe114,fe115,fe116,fe117,fe118,fe119,fe120,fe121,fe122,fe123,fe124,fe125,fe126,fe127,fe128
48,Juliana Kanyomozi,-0.165866166,0.141333342,0.045282565,-0.10104654,-0.049626622,-0.067488857,-0.063457645,-0.130951196,0.154324621,-0.038881253,0.271891177,-0.032335334,-0.242881477,-0.052181296,-0.028954305,0.122995406,-0.216800228,-0.124194786,-0.051567972,-0.048928387,0.053719431,-0.035354003,0.0949855,0.177163437,-0.153642148,-0.329729855,-0.046809956,-0.15181151,-0.040537946,-0.088594891,0.032950282,0.056870338,-0.246399924,0.001732834,-0.053883307,0.045905873,-0.001822725,-0.084201157,0.21984449,-0.029474163,-0.182503983,-0.082950801,0.067922145,0.207233787,0.271808386,-0.071553662,0.029482137,-0.065815613,0.011406261,-0.163103446,0.066131555,0.185327888,0.059372388,0.042272668,-0.03679435,-0.154404849,-0.027995821,0.130620837,-0.157107398,-0.058382642,0.048589047,-0.011090733,-0.113042802,-0.064024143,0.298880696,0.176166698,-0.145624995,-0.157263547,0.223317891,-0.145512849,-0.057854202,0.090657391,-0.197893173,-0.156429321,-0.214516506,-5.64E-05,0.297178328,0.081961073,-0.181853279,0.062922172,-0.232232064,-0.0377068,-0.073180564,0.085634075,-0.036717415,0.036213476,-0.048216611,0.049687386,0.141119182,0.063961782,-0.018307567,0.282149285,0.03242382,-0.081100792,0.083034381,-0.018956909,-0.06179098,-0.040325571,-0.188216373,-0.077033214,-0.07235992,-0.007952305,-0.050411496,0.126217082,-0.227893174,0.119801253,0.059028044,0.000762182,0.035027374,0.017381931,-0.055486444,-0.149763495,0.159532189,-0.231291607,0.11787834,0.094816357,0.141253352,0.13143155,0.046274152,0.126907393,-0.007040693,-0.025410725,-0.201718107,0.070062965,0.093982711,-0.062840059,0.05728928,0.042461574
49,Juliana Kanyomozi,-0.141354114,0.104862668,0.045395743,-0.084894828,-0.086991981,-0.06406948,-0.023466995,-0.165088296,0.171831593,-0.04215413,0.233409822,-0.070882894,-0.249420911,-0.049232669,-0.016265523,0.164880693,-0.274518043,-0.150041446,-0.022351155,-0.044592284,0.04906657,-0.017877344,0.056875493,0.157552063,-0.112020627,-0.34101361,-0.048551232,-0.148620009,-0.023623578,-0.052098732,-0.009902701,0.119356282,-0.227200404,-0.000930538,-0.034370393,0.020802921,0.026399201,-0.096000895,0.213564813,-0.012226423,-0.192471787,-0.083270349,0.066141948,0.190981835,0.253784508,-0.049913555,0.00653252,-0.081451088,0.005336218,-0.182009667,0.044548824,0.185167834,0.044805743,0.012064313,-0.050431803,-0.228891343,-0.057733703,0.048571203,-0.152453005,-0.089708433,0.072513409,-0.015953446,-0.118617818,-0.108643904,0.312926769,0.158048049,-0.138178274,-0.118223786,0.201638162,-0.126571119,-0.057187058,0.018895451,-0.203017265,-0.143992469,-0.215526626,-0.009043261,0.341524303,0.053699948,-0.204957023,0.074061297,-0.205194652,-0.026680976,-0.032357574,0.10540361,-0.052877575,0.068843238,-0.043457616,0.03339909,0.102197565,0.031949449,0.0083002,0.279984653,0.01143802,-0.049818374,0.092191912,-0.039120357,-0.013975676,-0.025030948,-0.18730256,-0.063842647,-0.049678136,-0.032454021,-0.034674603,0.132359549,-0.23802276,0.102565266,0.067191638,-0.008637844,0.026514541,-0.017750932,-0.05515084,-0.124084003,0.170175299,-0.233626395,0.092967503,0.097409725,0.096726932,0.175351202,0.017157484,0.158139601,-0.047339395,-0.021388369,-0.219177395,0.079572693,0.135371998,-0.054844566,0.040067784,0.063268982
50,Kelly Roland,-0.121589795,0.077376321,0.033235073,-0.071132548,-0.039206084,-0.064629994,0.04008764,-0.081695288,0.207143128,-0.07457605,0.239634871,-0.112498745,-0.28000471,0.005931243,-0.024521207,0.249098852,-0.183482245,-0.072678789,-0.071379393,-0.052375197,0.053018972,0.006249829,0.015617341,0.251637071,-0.069422945,-0.295897067,-0.052598596,-0.141369626,-0.012295146,-0.136135817,0.037609104,0.105369344,-0.184255183,0.005136985,-0.049613643,-0.000809314,0.025249071,-0.114886805,0.137591392,0.057742704,-0.196717963,-0.074687585,0.061608605,0.256927133,0.180751964,-0.040445015,0.055353642,-0.033854656,0.005214662,-0.215270355,-0.087688625,0.034931898,0.096946418,0.01745953,0.049752794,-0.294915944,-0.036983185,0.045396052,-0.107291251,0.048819382,-0.037678517,0.002492568,-0.050574794,-0.039847594,0.322864741,0.060454834,-0.18939811,-0.04427946,0.206472844,-0.118091963,-0.01720418,0.066383995,-0.165602967,-0.18624717,-0.24736762,-0.007046157,0.365181893,0.051725708,-0.250549674,0.082217082,-0.118919618,0.045923755,-0.014596871,0.205485269,-0.000824427,0.046219897,-0.048191354,0.001874146,0.104390442,-0.01872823,-0.000216394,0.275354534,-0.035499077,-0.039099887,-0.008516138,-0.033199333,-0.05845917,-0.024994548,-0.107857868,-0.051362734,-0.03988174,-0.035890412,-0.053683862,0.058530457,-0.238241717,0.095105872,0.087104589,-0.025167286,-0.01727304,0.143761978,-0.112987369,-0.033107642,0.149302542,-0.287729144,0.155292943,0.199548125,0.027735127,0.127812445,0.007879633,0.119018935,0.037726402,0.013128521,-0.105734318,0.008658412,0.102162138,-0.109091178,-0.012561437,-0.002931408
51,Kelly Roland,-0.108755648,0.084668629,0.009013757,-0.066934846,-0.047693059,-0.01152876,0.013825848,-0.097605072,0.181879222,-0.072052576,0.226355225,-0.121104807,-0.247242689,-0.024123704,0.000185106,0.201385722,-0.206692934,-0.055118561,-0.062382322,-0.053704873,-0.010845345,0.009341785,-0.001203891,0.253842413,-0.042594068,-0.325010628,-0.064399011,-0.167974457,0.017937545,-0.13426885,0.001576301,0.069867559,-0.226345733,-0.01778877,-0.05265072,-0.013489775,0.0151647,-0.080393232,0.148120239,0.027738541,-0.148144335,-0.097094096,0.058902465,0.231351718,0.167999968,-0.02896229,0.006165621,-0.044365294,0.053827181,-0.184833422,-0.067287326,0.039394155,0.091754295,0.043047525,0.012421946,-0.264993042,-0.05743191,0.027674548,-0.096117578,0.044219587,-0.054423779,-0.038650502,-0.070085093,-0.063131921,0.33566162,0.075905859,-0.147425935,-0.108663872,0.174559832,-0.142487273,0.008786581,0.096443757,-0.106555983,-0.142442718,-0.246469319,0.013942652,0.346913397,0.039218239,-0.281096607,0.010620948,-0.154886112,-0.018493721,0.027661782,0.175502121,0.020498235,0.013846956,-0.048867103,-0.011193468,0.134235814,-0.037282255,0.024656715,0.236035004,-0.042870514,0.000808178,0.009536517,-0.015459507,-0.101145983,-0.02038808,-0.105639979,-0.024013037,-0.044141404,-0.019181587,-0.059156045,0.064663254,-0.206932068,0.117376253,0.090845302,-0.063555695,0.008411707,0.092028372,-0.116950236,-0.083972335,0.182393759,-0.293145239,0.159735605,0.135730624,0.001700369,0.159334183,-0.031959716,0.165418044,-0.035112098,0.003265965,-0.116948359,0.008248883,0.123756997,-0.100784749,-0.03428942,-0.056825787
52,Kelly Roland,-0.086541615,0.075015284,0.01391229,-0.0760803,-0.072436184,-0.033450406,0.008832877,-0.136570156,0.197502136,-0.097121499,0.212659433,-0.13198559,-0.169554859,-0.001482281,-0.003779471,0.197879642,-0.209293276,-0.084915012,-0.079241097,-0.08940246,-0.007390128,-0.025451994,0.037052616,0.236027122,-0.080373608,-0.28176713,-0.055650868,-0.172776863,0.063338332,-0.111866735,0.012874993,0.069626346,-0.245805219,0.01971172,-0.060782406,-0.013333029,0.030473458,-0.076333806,0.125818446,-0.008040871,-0.191572905,-0.123600431,0.052498847,0.193287611,0.188770145,-0.038277734,-0.006922795,-0.014654529,0.042767901,-0.171317399,-0.053345598,0.008727756,0.096096218,-0.001303444,0.041941412,-0.221462891,-0.056811251,0.068898618,-0.079309978,0.057580847,-0.037252583,-0.035695091,-0.098698243,-0.096304826,0.33385694,0.074363053,-0.15414463,-0.093031406,0.173711494,-0.140951052,-0.009563882,0.112818077,-0.084998988,-0.153025791,-0.263954103,-0.041296232,0.398217261,0.071132556,-0.276796669,0.031784788,-0.130055144,0.004849923,0.017316457,0.174144059,-0.008722539,0.074306831,-0.059822407,-0.026981967,0.127162993,-0.041726366,0.007757491,0.259334922,-0.081394754,-0.010240012,-0.044392373,-0.040374264,-0.081190109,-0.030975809,-0.09870109,-0.080509476,-0.026732087,0.001288896,-0.079124711,0.061110608,-0.23079367,0.113211676,0.076217555,-0.024596047,0.010627292,0.114108205,-0.092548236,-0.08504466,0.181014836,-0.3089571,0.089067079,0.166764855,0.013974882,0.149243355,-0.016405718,0.128736749,-0.000242175,0.006945073,-0.131912425,0.012181759,0.110646941,-0.147153765,-0.02655627,-0.010921132
53,Kelly Roland,-0.150274575,0.041692987,0.044284627,-0.063460298,-0.044877417,-0.026769239,0.041746467,-0.082451604,0.195116639,-0.177942291,0.220992059,-0.152456954,-0.234268561,0.002903561,-0.009030435,0.217043906,-0.200739294,-0.111775942,-0.065113865,-0.050821878,0.061070211,-0.073385522,-0.049729772,0.194349751,-0.118620358,-0.29800415,-0.069301017,-0.110251158,0.011090023,-0.153757796,-0.041013796,0.06785477,-0.232566044,-0.019311562,-0.070924856,0.015278948,0.043599132,-0.11396119,0.123076417,0.005254521,-0.166350305,-0.070565954,0.078611642,0.198393956,0.208043948,-0.024088703,0.000495171,-0.061009619,0.101046838,-0.245114908,-0.059668981,0.015464408,0.09326417,0.065676354,0.036630422,-0.307486534,-0.055501413,0.069760479,-0.054596487,0.092272423,-0.048689973,-0.030275507,-0.050327152,-0.066457473,0.282075256,0.069014758,-0.150434121,-0.093934536,0.21488671,-0.107118815,0.037110247,0.045207858,-0.142911896,-0.184959471,-0.256919324,0.016297441,0.327082813,0.075414218,-0.213125378,0.06245428,-0.117102303,0.040885434,0.004370264,0.165273398,-0.003254091,0.01904998,-0.02452659,0.027526602,0.162033319,-0.003439262,0.013387437,0.234921783,-0.089701638,-0.017032752,-0.007223117,-0.034100439,-0.104097024,-0.020698648,-0.116081819,-0.030005794,-0.023864556,-0.078980595,-0.05556637,0.102671817,-0.239294097,0.078189991,0.023407787,0.000814409,-0.016255096,0.088685736,-0.132632598,0.004637662,0.134325653,-0.279564768,0.156307131,0.205891892,0.036693711,0.145928025,0.040213242,0.104441345,0.049688783,0.049965549,-0.147913322,0.029279837,0.106652811,-0.087039232,-0.025383344,-0.006898172
54,Kelly Roland,-0.144101366,0.063664958,0.070936695,-0.057397898,-0.053636201,-0.084703706,0.026953921,-0.093921706,0.161985576,-0.058150429,0.238553122,-0.103544496,-0.206675872,-0.011558299,-0.001344927,0.186827898,-0.214387804,-0.101421118,-0.100592382,-0.0802707,0.026498273,-0.026611958,-0.027566882,0.245637149,-0.119113363,-0.287999034,-0.055540908,-0.17142418,0.00251177,-0.142808333,0.005737887,0.099825554,-0.187876299,-0.025522258,-0.024947738,0.004506666,0.049032617,-0.081764616,0.147918969,0.052367322,-0.201695919,-0.065160044,0.113106951,0.291385621,0.259646386,-0.011894464,-0.008641215,-0.014915037,0.035152007,-0.194350332,-0.071765661,0.072715446,0.095079891,0.064360678,0.031796496,-0.315043628,-0.042731229,0.03206405,-0.128477097,0.062568016,-0.021738827,-0.097094178,-0.058850955,-0.050781786,0.304467261,0.095651209,-0.168449432,-0.084349059,0.204137385,-0.141873389,0.002141368,0.090691812,-0.188077018,-0.159221977,-0.256221682,-0.007060915,0.34475255,0.081531651,-0.271029085,-0.008762581,-0.146688342,0.04693738,0.031627376,0.189572811,0.026124747,-0.004164891,-0.045589481,0.001329727,0.098663509,0.01112516,0.017141413,0.237567723,-0.03757954,-0.074423827,-0.00844025,-0.025210483,-0.114147201,-0.014807684,-0.154310435,-0.054976013,-0.081781462,-0.003144579,-0.011742537,0.087810457,-0.210308656,0.057915222,0.100466534,-0.039387416,-0.05338845,0.084954128,-0.086927056,-0.066590525,0.157679096,-0.272101313,0.164169207,0.220511064,0.048524112,0.126529604,-0.006881128,0.10155879,-0.004721714,0.000676466,-0.100749418,0.062619522,0.063159332,-0.102725349,-0.0085138,-0.0310838
55,Kelly Roland,-0.115865067,0.117866367,0.037178554,-0.077830002,-0.03908718,-0.0289689,0.024403831,-0.112833366,0.183953896,-0.096746907,0.193427458,-0.13594687,-0.223693967,0.023832832,-0.002453616,0.199666932,-0.168124706,-0.097610459,-0.087793119,-0.042394862,-0.00973465,-0.019568868,-0.029137833,0.24476862,-0.086592399,-0.301679373,-0.091244757,-0.154668495,-0.007255791,-0.120778449,-0.008501368,0.092981949,-0.218372613,0.004487524,-0.079034336,0.001573263,0.043257438,-0.105164662,0.129909724,0.038723547,-0.176708668,-0.106439993,0.062085651,0.238504082,0.207715183,-0.081370518,0.028932439,-0.007707167,0.046329316,-0.186052144,-0.054252684,0.01358536,0.12013822,0.065609172,0.043541044,-0.256420761,-0.049324758,0.06059137,-0.095582224,0.067049623,-0.061976459,-0.025537433,-0.057831742,-0.053067289,0.314370781,0.097670406,-0.157165915,-0.067217305,0.20085448,-0.123943552,0.019334299,0.082530119,-0.136765569,-0.17319417,-0.256386966,0.035371352,0.373043448,0.094380103,-0.285911739,0.011303764,-0.123811863,-0.023218013,0.019948158,0.185396597,-0.000986166,0.034622271,-0.044445388,0.035216082,0.16228725,-0.00683024,-0.005655971,0.249619842,-0.072491132,-0.029048838,-0.026792753,-0.001662164,-0.080395982,-0.029123424,-0.114106841,-0.03332584,-0.026617704,-0.015939478,-0.098301388,0.098755449,-0.201413825,0.095902234,0.092532031,-0.041773118,-0.043939292,0.095658205,-0.115219511,-0.048572898,0.184525639,-0.255431861,0.101510473,0.146409303,-0.032023408,0.128439471,-0.013979984,0.118265897,0.028862769,-0.022031613,-0.116929904,0.015293104,0.152330384,-0.089412011,-0.01692808,-0.021912966
56,Kevin Hart,-0.242678523,0.190391406,0.129392192,0.023793582,-0.004597944,-0.092745587,0.078096449,-0.058789507,0.200805396,-0.040468011,0.306574583,0.044774558,-0.262029827,-0.155305013,0.076601267,0.136963025,-0.144593298,-0.111457877,-0.075684816,-0.076384433,0.030683756,0.07247398,0.006871439,0.081941061,-0.079498067,-0.287705034,-0.059122372,-0.141242743,0.089697003,-0.097758643,-0.00369615,-0.016203415,-0.196916237,-0.07033059,-0.103319585,0.00970611,0.047984298,-0.039781116,0.17250517,0.028618794,-0.147477344,-0.170620993,-0.099843368,0.307132185,0.175464019,-0.031035177,0.022749308,0.00675244,0.05333063,-0.251618773,-0.005883241,0.136196688,0.135930896,0.053688221,-0.049882177,-0.156250462,-0.008942785,-0.018879505,-0.170488879,0.004328273,0.111511126,-0.112799019,-0.09593866,-0.021691989,0.314108282,0.045674875,-0.129522353,-0.06834051,0.214834005,-0.120135292,-0.045342509,0.051366925,-0.146801829,-0.1287992,-0.29707557,0.132383779,0.32369104,0.113411404,-0.170576677,0.022405185,-0.267593265,0.095360741,-0.041106757,0.026107354,-0.102974765,0.067280076,-0.149198353,0.057987172,0.148876101,-0.015444443,-0.016898593,0.260462344,0.016633973,0.042515323,0.028528621,-0.00452817,0.05159672,-0.035029132,-0.029378606,0.074796245,0.143733755,-0.109719686,0.044070434,0.11501994,-0.209881097,0.169825852,0.058435526,0.068229221,0.062955663,0.020319305,-0.139456913,-0.071645491,0.172423422,-0.166420028,0.253903031,0.160000965,0.014891397,0.133904234,0.031254556,0.136277974,-0.099348105,-0.056900281,-0.117433861,-0.05286954,0.111220337,-0.073428363,0.048504416,0.077303156
57,Kevin Hart,-0.228715599,0.172431141,0.060024008,0.013418795,0.010553045,-0.059830923,0.053118311,-0.021340791,0.219159707,-0.041530311,0.289954484,0.064102411,-0.239431739,-0.132764459,0.077081233,0.128447324,-0.178445384,-0.078848623,-0.089548573,-0.037596017,0.03978353,0.044246245,0.012526855,0.096308798,-0.11214409,-0.288717628,-0.109773159,-0.133352041,0.109372891,-0.134987369,-0.021778174,-0.035332523,-0.18892853,-0.069717899,-0.121541284,-0.002001999,0.057809714,-0.028163113,0.177268222,0.046056192,-0.143130064,-0.127102345,-0.084249347,0.315146625,0.168065012,-0.016642101,0.044138603,0.032472882,0.067840606,-0.245711312,-0.012108847,0.095073275,0.171622574,0.060878038,-0.068143092,-0.141984493,-0.021219034,0.054884113,-0.174317449,0.059174437,0.076147482,-0.1314383,-0.108682968,-0.003090339,0.313500911,0.064629987,-0.131893367,-0.105682127,0.210159615,-0.125494629,-0.016495503,0.089233391,-0.128891885,-0.150163069,-0.302156031,0.125702634,0.311085075,0.111914426,-0.152984381,0.038204469,-0.256329268,0.074047126,-0.068090886,0.039287265,-0.114866361,0.080266535,-0.151105106,0.065642871,0.181165621,-0.006243573,0.010522839,0.255982995,0.039796636,0.056825504,0.013982056,-0.004141431,0.040610079,-0.072275423,-0.003909961,0.075809568,0.124977082,-0.121539079,0.025951594,0.09369918,-0.202057585,0.185283184,0.052960325,0.050721869,0.062254779,0.044923887,-0.119605303,-0.07992553,0.181450754,-0.216223389,0.208117858,0.184189036,0.018734101,0.124366686,0.005811789,0.149735332,-0.109943338,-0.018824033,-0.135811716,-0.030375879,0.11413902,-0.099057913,0.050730236,0.054067053
58,Kevin Hart,-0.207842514,0.176711544,0.095005654,0.001769315,0.017559068,-0.085586883,0.053026233,-0.023437396,0.223219246,-0.040853217,0.293685198,0.02474799,-0.248031825,-0.123839065,0.094792381,0.124059357,-0.19878909,-0.08333125,-0.098262377,-0.065758683,0.024510253,0.026878636,-0.000117403,0.121789075,-0.130441278,-0.279299408,-0.090259761,-0.129115388,0.11853949,-0.14410606,-0.043458648,-0.03873669,-0.185379535,-0.052184716,-0.120195106,-0.005296051,0.003062915,-0.059107438,0.194380492,0.048421469,-0.137422696,-0.130912036,-0.108650833,0.331747472,0.214791358,-0.055096209,0.049960762,0.039171994,0.076356702,-0.25108245,-0.023943881,0.120313697,0.121067777,0.075534999,-0.055780403,-0.173902884,-0.068535089,0.053233296,-0.157325983,0.077181526,0.088403404,-0.163780719,-0.144938707,-0.025068935,0.299221665,0.072489008,-0.159921676,-0.148279592,0.213012651,-0.136477605,-0.004536561,0.105022646,-0.122781888,-0.153404772,-0.268973351,0.140349701,0.307721883,0.093371049,-0.186160922,0.02212216,-0.250951678,0.066412531,-0.038255513,0.061941061,-0.082859054,0.093571424,-0.164840847,0.0663478,0.15921317,-0.023119135,0.003612206,0.262281835,0.030201506,0.037370853,0.027286524,-0.010226119,0.005740086,-0.046699341,-0.044676661,0.071162723,0.139051199,-0.12541239,0.011888067,0.063444979,-0.151030019,0.213718891,0.084158398,0.059556179,0.032029998,0.013182791,-0.161019534,-0.072858565,0.198479861,-0.241371423,0.209933683,0.170417979,0.065153241,0.131262377,0.019189149,0.135238215,-0.080988973,-0.00836396,-0.113386102,-0.010924703,0.083406754,-0.062188927,0.041694101,0.04077296
59,Kevin Hart,-0.199969515,0.174509093,0.178642973,0.017841272,-0.004412551,-0.072588429,0.0526914,-0.013399512,0.197505102,-0.056311019,0.279849887,0.045773968,-0.247568518,-0.131667882,0.123341516,0.122779198,-0.185247079,-0.114914909,-0.066551797,-0.05901742,-0.004958798,0.057080515,0.03564648,0.074894667,-0.095867038,-0.312661767,-0.07076966,-0.158729315,0.09272559,-0.120798834,-0.011610404,-0.030496711,-0.182039201,-0.057313811,-0.124303445,0.015265925,0.025045155,-0.067935795,0.187176675,0.005691652,-0.152039558,-0.117403924,-0.102564178,0.283491284,0.182806477,-0.021185143,0.031127661,0.047850374,0.052962914,-0.285950541,0.032196965,0.092078485,0.111172691,0.055005915,-0.057615902,-0.160382792,-0.03314399,-0.010370574,-0.172354549,0.062548339,0.104838409,-0.163891882,-0.09099324,0.005948626,0.308609515,0.071812116,-0.109110229,-0.104771584,0.191341326,-0.156386212,-0.025816903,0.103615791,-0.114152551,-0.102606311,-0.269741893,0.151070356,0.306871086,0.090879291,-0.17561619,-0.013927106,-0.244300768,0.079533681,-0.062504895,0.053670701,-0.092810899,0.056300908,-0.175939262,0.036845256,0.179802924,-0.015763616,-0.018849786,0.276326478,0.052355759,0.036880888,0.054896869,-0.023082996,0.054030754,-0.077253968,-0.061752178,0.060689066,0.132487714,-0.117866427,-0.020011086,0.096082009,-0.190858766,0.165779799,0.026229348,0.009481639,0.070643187,0.033485603,-0.144273698,-0.115698673,0.206950903,-0.18365787,0.188548177,0.186103553,0.055791527,0.143358052,0.010656652,0.159184486,-0.102588177,-0.032073703,-0.10844747,-0.039198276,0.108299799,-0.043205775,0.041560221,0.079130165
60,Kevin Hart,-0.202968538,0.156792507,0.142315865,0.022353444,-0.026824882,-0.050112896,0.107832715,-0.054418348,0.192730352,-0.045931995,0.285114437,0.045150463,-0.262941152,-0.130943075,0.165417135,0.088211432,-0.183045387,-0.068429388,-0.07718382,-0.069852144,0.013872795,0.03487869,0.034800887,0.067339279,-0.069406316,-0.322410852,-0.099307775,-0.155063078,0.112685204,-0.09403789,0.003667262,-0.00271262,-0.159928992,-0.036653582,-0.115884461,0.008436607,0.027178615,-0.046138689,0.179880336,-0.014414078,-0.145495415,-0.122347966,-0.11406853,0.275457591,0.192548603,-0.011971583,0.046041854,0.041721139,0.058554068,-0.240292162,0.072073638,0.119949088,0.139295399,0.03799032,-0.018019732,-0.200341016,-0.058988512,-0.000333613,-0.141519472,0.010710964,0.126396954,-0.110899381,-0.059560962,-0.009441989,0.262893438,0.08540494,-0.103012316,-0.099862523,0.173887625,-0.138681948,-0.008208657,0.065008856,-0.171934068,-0.120552331,-0.233381286,0.135493696,0.291138589,0.104018815,-0.163886905,-0.036786988,-0.287041605,0.079826497,-0.021707222,0.01775844,-0.070623308,0.024438154,-0.169267893,0.062323652,0.140218794,-0.051587105,0.013080193,0.279194951,0.033264764,0.00206519,-0.005569966,-0.047826339,0.048344076,-0.007404793,-0.035960168,0.066208653,0.105994873,-0.114913456,0.017598396,0.0869627,-0.266545087,0.188807532,0.051845327,0.057088602,0.052742891,-0.037185438,-0.138817117,-0.035229586,0.207933754,-0.217037678,0.210735172,0.179784089,0.000400163,0.158478424,-0.019889381,0.144544661,-0.081370562,-0.084476739,-0.154242337,-0.001449295,0.102265432,-0.030651195,-0.013815858,0.081076682
